AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,SOLIDITY,EXTENT,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_2,Class
70579,1399.671,432.6053,211.7505,0.872,0.9514,0.718,0.4527,0.6929,0.003,0
82705,1169.9351,460.5006,233.0713,0.8625,0.9663,0.7628,0.7593,0.7047,0.0028,0
61938,2001.85,425.6353,204.7748,0.8767,0.871,0.6287,0.1942,0.6598,0.0033,0
79828,1243.63,493.1381,217.3577,0.8976,0.9432,0.6945,0.6486,0.6465,0.0027,0
75277,1161.6169,443.6109,223.7381,0.8635,0.9538,0.7831,0.701,0.6979,0.003,0
68562,1383.17,422.4373,217.9289,0.8567,0.9218,0.7149,0.4503,0.6994,0.0032,0
81702,1133.639,447.4375,234.444,0.8517,0.9903,0.7556,0.7989,0.7208,0.0029,1
99379,2403.0649,431.369,341.3897,0.6113,0.841,0.5608,0.2163,0.8246,0.0034,1
62610,1135.995,403.5225,223.8322,0.8321,0.8782,0.6953,0.6097,0.6997,0.0036,0
89986,1200.243,490.9748,240.7286,0.8715,0.9879,0.7164,0.785,0.6894,0.0027,0
75828,1160.808,459.4689,215.4052,0.8833,0.9672,0.7643,0.7072,0.6763,0.0028,0
72913,1257.577,443.1351,222.087,0.8653,0.9238,0.7233,0.5794,0.6876,0.003,0
104185,1255.266,487.2375,273.8951,0.827,0.9925,0.7472,0.8309,0.7475,0.0026,1
89267,1242.197,485.1969,238.4912,0.8709,0.9758,0.6987,0.727,0.6948,0.0027,0
78504,2356.7959,454.8214,231.6715,0.8605,0.9104,0.729,0.1776,0.6951,0.003,0
96684,1203.632,445.1109,278.3125,0.7804,0.99,0.7597,0.8386,0.7883,0.0029,1
75635,1561.036,446.4532,229.405,0.8579,0.8969,0.5822,0.39,0.6951,0.003,0
78462,1104.462,421.9737,239.858,0.8227,0.9828,0.7599,0.8083,0.749,0.0031,1
74490,1116.386,439.9262,218.446,0.868,0.9898,0.7523,0.7511,0.7,0.0029,0
80569,1317.608,498.032,212.6353,0.9043,0.9534,0.6326,0.5832,0.6431,0.0026,0
68113,1826.571,436.8805,215.2481,0.8702,0.91,0.6598,0.2565,0.6741,0.0032,0
87888,1424.3149,468.6798,245.9184,0.8513,0.9435,0.6612,0.5444,0.7137,0.0028,0
103994,1308.547,504.0231,263.6865,0.8522,0.985,0.7584,0.7632,0.722,0.0025,1
69733,1748.782,426.0044,236.5695,0.8316,0.8678,0.7155,0.2865,0.6995,0.0034,0
86369,1420.4,482.9093,233.3731,0.8755,0.9381,0.6486,0.538,0.6867,0.0027,0
87914,1187.509,446.963,252.6006,0.825,0.9894,0.7405,0.7834,0.7485,0.0029,1
92325,1471.151,466.4131,259.096,0.8315,0.949,0.7653,0.5361,0.7351,0.0028,0
70736,1125.762,353.8412,256.9032,0.6877,0.9714,0.725,0.7014,0.8481,0.0036,1
88882,1183.238,455.7106,249.5399,0.8368,0.9909,0.7574,0.7978,0.7382,0.0028,1
56575,962.101,384.0984,190.4508,0.8684,0.9783,0.7564,0.7681,0.6988,0.0034,0
87582,2388.78,453.0429,272.215,0.7994,0.8805,0.6843,0.1929,0.7371,0.0031,0
54988,1080.311,407.4005,176.632,0.9011,0.9541,0.7449,0.5921,0.6495,0.0032,0
76408,1382.704,414.3398,238.6144,0.8175,0.9658,0.7421,0.5022,0.7528,0.0031,1
81460,2009.209,470.2433,252.9894,0.8429,0.8651,0.6763,0.2536,0.6849,0.0031,0
94583,1585.259,447.4547,275.8712,0.7873,0.9418,0.6892,0.473,0.7756,0.0029,1
88483,1415.934,461.2345,247.2776,0.8441,0.9506,0.7223,0.5546,0.7277,0.0028,0
61544,1242.5699,423.3832,196.8804,0.8853,0.9323,0.715,0.5009,0.6612,0.0032,0
78830,1525.908,418.7831,243.061,0.8143,0.9528,0.7454,0.4254,0.7565,0.0031,0
43219,1409.616,321.4255,210.8289,0.7548,0.8082,0.6842,0.2733,0.7298,0.0049,0
100664,1287.78,490.9807,262.7903,0.8447,0.9788,0.7759,0.7628,0.7292,0.0026,1
89084,2043.235,424.6149,284.7247,0.7419,0.9113,0.7534,0.2681,0.7932,0.0032,1
60173,1543.682,445.3457,183.6638,0.911,0.8804,0.6915,0.3173,0.6215,0.0031,0
89898,1298.174,480.6652,240.0361,0.8664,0.9844,0.7536,0.6703,0.7039,0.0027,1
81103,1560.489,432.7174,244.9128,0.8244,0.9538,0.7323,0.4185,0.7426,0.003,1
85638,2086.708,456.2328,269.5458,0.8068,0.8701,0.681,0.2471,0.7238,0.0031,1
77722,1719.3521,412.6931,263.9402,0.7687,0.8918,0.6719,0.3304,0.7623,0.0034,1
67486,1254.58,435.8694,204.1778,0.8835,0.9468,0.7509,0.5388,0.6725,0.003,0
84746,1311.157,482.7735,235.904,0.8725,0.9121,0.7162,0.6195,0.6804,0.0028,0
53286,1253.347,403.966,176.8418,0.8991,0.8709,0.634,0.4263,0.6448,0.0033,0
31446,1127.548,360.3897,133.5096,0.9288,0.7601,0.4853,0.3108,0.5552,0.0042,0
66313,1090.271,408.4583,209.4825,0.8585,0.9786,0.7091,0.701,0.7114,0.0032,0
70954,1366.3621,430.3386,214.8055,0.8665,0.9637,0.7484,0.4776,0.6984,0.003,0
92049,1182.959,461.05,256.0674,0.8316,0.9915,0.7581,0.8266,0.7425,0.0028,1
71771,1425.094,445.004,211.9985,0.8792,0.9294,0.745,0.4441,0.6793,0.003,0
98363,1308.22,499.5898,251.2366,0.8644,0.9899,0.7841,0.7222,0.7084,0.0026,1
87145,1581.834,432.7683,266.0722,0.7887,0.9434,0.7111,0.4377,0.7697,0.0031,1
72587,1089.3199,404.8062,241.2709,0.803,0.9255,0.7322,0.7687,0.751,0.0033,1
54254,947.662,389.2756,180.7432,0.8857,0.9854,0.7703,0.7592,0.6752,0.0033,0
83717,1154.635,449.5482,238.1581,0.8481,0.9891,0.7789,0.7891,0.7262,0.0028,1
67387,1222.598,467.5005,191.1423,0.9126,0.9294,0.7272,0.5665,0.6266,0.0028,0
50502,902.946,332.1136,205.3672,0.7859,0.924,0.7095,0.7784,0.7635,0.0041,0
79725,1242.788,453.3788,228.5961,0.8636,0.974,0.7603,0.6486,0.7027,0.0029,0
110022,1245.824,469.0677,300.7826,0.7673,0.9888,0.7562,0.8908,0.7979,0.0027,1
75869,1658.259,462.0822,224.6244,0.8739,0.9015,0.7306,0.3467,0.6726,0.003,0
92427,1582.7061,413.4279,294.1143,0.7028,0.9363,0.7658,0.4637,0.8298,0.0032,1
73119,1161.65,459.8024,207.723,0.8921,0.965,0.7663,0.6809,0.6636,0.0028,0
108710,1365.374,460.5267,307.9664,0.7435,0.9512,0.7526,0.7328,0.8079,0.0028,1
83959,2402.958,439.9582,336.0493,0.6454,0.7588,0.6183,0.1827,0.7432,0.004,1
64813,1085.75,413.125,206.5107,0.8661,0.9595,0.6906,0.6909,0.6954,0.0032,0
93090,1265.955,456.2666,265.9211,0.8126,0.9633,0.7343,0.7299,0.7545,0.0029,1
63890,1110.252,413.5992,200.6706,0.8744,0.9572,0.6584,0.6513,0.6896,0.0031,0
100334,1993.053,447.9268,298.6092,0.7454,0.9359,0.7714,0.3174,0.7979,0.003,1
90330,1272.631,443.6302,271.3214,0.7912,0.9274,0.6852,0.7009,0.7645,0.003,1
68902,1114.332,450.5214,196.4103,0.9,0.9821,0.7686,0.6973,0.6574,0.0029,0
73607,1070.1479,428.6051,219.3727,0.8591,0.9909,0.7982,0.8077,0.7143,0.003,0
91253,1257.923,488.4753,246.1486,0.8638,0.9548,0.733,0.7247,0.6978,0.0027,0
93644,1543.316,473.1695,256.9796,0.8397,0.9665,0.7631,0.4941,0.7298,0.0027,1
75008,2229.2529,452.4538,287.4178,0.7723,0.7895,0.5952,0.1897,0.683,0.0038,1
86342,1153.812,460.591,239.456,0.8542,0.9907,0.6671,0.815,0.7199,0.0028,1
81245,1430.686,472.579,227.5836,0.8764,0.9415,0.7217,0.4988,0.6806,0.0028,0
76311,2461.9441,472.1855,268.5271,0.8226,0.7846,0.6352,0.1582,0.6601,0.0035,1
85994,1146.311,451.9298,242.7397,0.8435,0.9905,0.78,0.8224,0.7322,0.0028,1
79014,1836.946,456.1419,239.6043,0.8509,0.9086,0.7231,0.2943,0.6954,0.003,0
74945,1285.572,431.7853,226.946,0.8507,0.9449,0.7135,0.5698,0.7154,0.003,0
91176,2058.6941,443.7678,383.0461,0.5049,0.718,0.594,0.2703,0.7678,0.0042,1
76722,1600.187,464.1401,231.3345,0.8669,0.8693,0.6772,0.3765,0.6734,0.003,0
99297,1365.795,475.0481,269.5776,0.8234,0.9854,0.7223,0.6689,0.7485,0.0027,1
98333,1193.415,426.856,294.9583,0.7229,0.9903,0.7499,0.8676,0.8289,0.003,1
76715,1163.726,439.6134,226.2123,0.8574,0.9817,0.7481,0.7119,0.7109,0.0029,0
85157,1363.88,499.3797,222.86,0.8949,0.9562,0.6959,0.5753,0.6594,0.0026,0
65548,2125.0669,467.4506,217.0616,0.8857,0.7654,0.5232,0.1824,0.618,0.0033,0
73633,1077.489,419.5704,228.1218,0.8393,0.9823,0.7496,0.797,0.7298,0.0031,0
92368,1332.704,455.4744,263.1371,0.8162,0.9486,0.7341,0.6535,0.7529,0.0028,1
82798,1150.248,446.9677,236.2998,0.8488,0.9881,0.7572,0.7864,0.7264,0.0029,1
79929,1190.462,491.5251,208.0378,0.906,0.9839,0.7794,0.7087,0.649,0.0026,0
67632,1172.774,450.7991,199.7804,0.8964,0.9534,0.68,0.6179,0.651,0.003,0
73040,2473.311,465.684,302.6644,0.76,0.6975,0.5385,0.15,0.6549,0.0041,1
78502,1142.004,430.097,238.9188,0.8315,0.9534,0.7486,0.7564,0.7351,0.003,1
69461,1166.494,447.1423,204.6202,0.8891,0.9481,0.7225,0.6415,0.6651,0.0029,0
89986,2656.209,500.8891,242.2495,0.8753,0.8966,0.657,0.1603,0.6758,0.0027,0
71581,1464.892,351.6846,275.7096,0.6208,0.9179,0.6848,0.4192,0.8584,0.0039,1
64036,1162.109,415.755,205.7012,0.869,0.9208,0.6947,0.5959,0.6868,0.0032,0
67664,1218.5291,439.3765,198.2363,0.8924,0.9616,0.7544,0.5727,0.668,0.0029,0
87112,1203.757,460.1062,243.2671,0.8488,0.9742,0.7639,0.7555,0.7238,0.0028,1
64319,2011.291,435.9127,213.7594,0.8715,0.8633,0.6542,0.1998,0.6565,0.0033,0
92639,1792.027,456.4867,275.1674,0.7979,0.9226,0.7494,0.3625,0.7524,0.003,1
70461,1421.308,416.0206,222.5788,0.8448,0.9467,0.7306,0.4383,0.72,0.0032,0
72714,1151.325,432.3479,217.9682,0.8636,0.9809,0.7431,0.6893,0.7038,0.003,0
73826,1299.891,455.0768,218.2527,0.8775,0.9436,0.6594,0.549,0.6737,0.003,0
57694,1651.339,401.092,205.9514,0.8581,0.8647,0.643,0.2659,0.6757,0.0036,0
98903,1374.437,477.2451,269.7676,0.8249,0.9585,0.7679,0.6579,0.7436,0.0027,1
81333,1221.348,506.2325,214.2905,0.906,0.936,0.6167,0.6852,0.6357,0.0026,0
74070,2140.6589,460.5987,214.7591,0.8846,0.9205,0.7574,0.2031,0.6667,0.0029,0
72383,1575.459,415.1985,232.8643,0.8279,0.9262,0.6443,0.3665,0.7312,0.0032,0
86345,1361.906,437.86,255.1431,0.8127,0.9566,0.7705,0.585,0.7572,0.003,1
92504,1344.2419,464.9281,255.6932,0.8352,0.9685,0.6751,0.6433,0.7382,0.0028,1
83361,1205.5811,494.268,219.3946,0.8961,0.964,0.7453,0.7207,0.6591,0.0026,1
71894,1259.405,462.1832,209.7576,0.8911,0.917,0.6902,0.5696,0.6546,0.0029,0
63914,1134.405,418.4005,200.3102,0.878,0.9619,0.7432,0.6241,0.6818,0.0031,0
74244,2004.193,431.8755,249.3853,0.8164,0.8425,0.657,0.2323,0.7119,0.0034,0
82025,1904.296,419.3938,290.6477,0.7209,0.8684,0.6438,0.2842,0.7706,0.0035,0
78892,1281.156,487.6777,215.66,0.8969,0.9216,0.6122,0.604,0.6499,0.0027,0
85388,1481.994,486.7787,232.8216,0.8782,0.9253,0.7101,0.4886,0.6774,0.0027,1
66493,1396.1851,396.0021,223.7298,0.8251,0.9383,0.7181,0.4286,0.7348,0.0034,0
87357,1788.918,444.6218,264.1679,0.8044,0.9345,0.6632,0.343,0.7501,0.003,1
91398,1386.325,488.1544,240.4808,0.8702,0.9788,0.7289,0.5976,0.6988,0.0026,0
68715,2110.0549,428.0875,266.1317,0.7833,0.8118,0.6147,0.1939,0.691,0.0039,1
77732,2198.8049,431.0561,253.5455,0.8087,0.8998,0.7072,0.202,0.7298,0.0033,0
82704,1233.395,447.1949,236.4371,0.8488,0.9775,0.754,0.6832,0.7256,0.0029,1
68928,1126.903,425.8451,225.7452,0.8479,0.9171,0.6612,0.6821,0.6957,0.0033,0
81712,2181.3789,475.2548,240.2301,0.8628,0.8789,0.6752,0.2158,0.6787,0.0029,0
78778,2159.5969,439.1004,240.0113,0.8374,0.934,0.7265,0.2123,0.7213,0.003,1
74301,2117.342,431.2896,272.3224,0.7754,0.7981,0.5284,0.2083,0.7132,0.0037,0
54675,1863.24,370.5511,289.2766,0.6249,0.6839,0.5844,0.1979,0.712,0.0053,0
103099,2306.2649,438.8541,324.9486,0.6721,0.8909,0.7248,0.2436,0.8256,0.0032,1
87128,1150.701,445.1925,252.3783,0.8238,0.9912,0.6852,0.8269,0.7481,0.0029,1
63415,1020.947,392.7634,210.4365,0.8444,0.9593,0.7717,0.7645,0.7235,0.0033,0
90223,1217.9561,453.549,255.3883,0.8264,0.9839,0.7174,0.7643,0.7473,0.0028,1
58386,1088.683,423.7374,187.3131,0.897,0.9061,0.6668,0.619,0.6434,0.0032,0
96528,1227.693,503.6039,248.7427,0.8695,0.9915,0.7454,0.8048,0.6961,0.0026,0
92868,1163.1219,435.7098,273.1259,0.7791,0.992,0.7304,0.8626,0.7892,0.0029,1
69391,1529.824,408.823,259.4663,0.7728,0.8587,0.6959,0.3726,0.7271,0.0037,0
69397,1901.536,420.0135,239.6857,0.8212,0.8848,0.6584,0.2412,0.7077,0.0035,0
72615,1225.478,447.4055,208.8809,0.8843,0.9674,0.6946,0.6076,0.6796,0.0029,0
76426,1606.004,433.2121,234.2538,0.8412,0.9291,0.6987,0.3724,0.7201,0.0031,0
70230,1867.843,426.6893,236.2965,0.8327,0.8531,0.6896,0.253,0.7008,0.0034,0
102777,1316.403,480.6612,274.2105,0.8213,0.9814,0.7417,0.7453,0.7526,0.0027,1
87771,1319.517,454.6037,252.8515,0.831,0.9446,0.7355,0.6335,0.7354,0.0029,0
70612,1054.33,406.9619,223.881,0.8351,0.9807,0.7202,0.7982,0.7368,0.0032,0
84944,1162.719,420.212,261.0954,0.7835,0.9639,0.7583,0.7896,0.7826,0.0031,1
75728,1080.582,431.7364,224.4065,0.8543,0.9911,0.7184,0.815,0.7192,0.003,0
72490,1180.124,461.0193,205.3467,0.8953,0.9714,0.7192,0.6541,0.659,0.0028,0
79450,1231.0129,453.9435,252.1095,0.8316,0.8903,0.672,0.6588,0.7006,0.0032,0
86590,1315.939,468.7846,256.9109,0.8365,0.8962,0.7081,0.6284,0.7083,0.003,0
65874,1700.9301,442.3879,210.5656,0.8795,0.8907,0.7165,0.2861,0.6546,0.0032,0
91919,1485.979,501.6235,235.8714,0.8826,0.962,0.7368,0.5231,0.682,0.0026,1
37130,1085.4611,370.5977,136.5552,0.9296,0.8889,0.6703,0.396,0.5867,0.0037,0
92622,1246.8101,440.5182,274.9561,0.7813,0.9469,0.7474,0.7487,0.7796,0.003,1
75027,1118.1121,372.8005,259.5359,0.7179,0.9603,0.7534,0.7541,0.8291,0.0035,1
73926,1027.24,381.0498,250.1382,0.7544,0.9866,0.772,0.8804,0.8051,0.0034,1
97271,1175.4969,448.8566,279.6284,0.7822,0.9919,0.743,0.8846,0.784,0.0029,1
61585,1675.264,409.7278,210.0434,0.8586,0.9013,0.6071,0.2758,0.6834,0.0034,0
96892,2488.417,477.515,275.2052,0.8172,0.9269,0.7476,0.1966,0.7355,0.0028,1
68438,1075.89,416.6633,216.7371,0.8541,0.9553,0.7547,0.743,0.7085,0.0032,0
77153,1120.837,449.6405,222.7506,0.8687,0.9755,0.7671,0.7718,0.6971,0.0029,0
83296,1148.04,418.787,254.3169,0.7945,0.9837,0.7406,0.7942,0.7776,0.0031,1
96857,1219.075,478.2539,259.9478,0.8394,0.977,0.7409,0.819,0.7343,0.0027,1
72612,1075.491,431.4258,216.4973,0.865,0.9797,0.8003,0.7889,0.7048,0.003,0
60694,2086.55,423.8828,194.9007,0.888,0.8996,0.7255,0.1752,0.6558,0.0032,0
84108,1157.053,444.9119,246.6595,0.8322,0.9624,0.7169,0.7895,0.7355,0.0029,1
70125,1243.532,426.8258,217.6089,0.8603,0.9231,0.7147,0.5699,0.7001,0.0031,0
76194,1344.9139,458.8042,213.5682,0.8851,0.9694,0.7459,0.5293,0.6789,0.0028,0
96605,1221.4041,479.1618,257.4783,0.8434,0.9908,0.7722,0.8137,0.7319,0.0027,1
82735,1159.396,472.8359,228.0594,0.876,0.9833,0.7396,0.7735,0.6864,0.0028,0
66196,1032.993,419.5899,203.377,0.8747,0.9802,0.7454,0.7796,0.6919,0.0031,0
107028,1299.0,508.7335,268.779,0.849,0.9891,0.6729,0.7971,0.7256,0.0025,1
83638,1297.019,440.1802,242.8554,0.834,0.9859,0.7738,0.6248,0.7414,0.0029,1
59217,987.067,388.2183,198.0139,0.8601,0.9812,0.7935,0.7638,0.7073,0.0033,0
58747,1323.016,462.1706,166.2839,0.933,0.9328,0.5789,0.4218,0.5918,0.0028,0
89531,1201.969,475.7151,244.3658,0.858,0.9867,0.7646,0.7787,0.7097,0.0027,0
65427,1047.767,421.7471,206.7846,0.8716,0.9497,0.654,0.7489,0.6844,0.0032,0
60571,1894.291,389.9319,239.6307,0.7889,0.8091,0.5966,0.2121,0.7122,0.004,1
83793,1322.916,456.7764,237.9171,0.8536,0.9545,0.7593,0.6017,0.7151,0.0028,0
68801,1090.818,449.002,198.4721,0.897,0.9883,0.7593,0.7266,0.6592,0.0029,0
78636,1184.7,462.8559,220.7861,0.8789,0.9727,0.7243,0.7041,0.6836,0.0028,0
88406,1210.5,458.905,247.4065,0.8422,0.9797,0.6973,0.7582,0.7311,0.0028,1
71356,1107.54,418.9977,224.8372,0.8438,0.9542,0.7676,0.731,0.7194,0.0032,0
76134,1707.901,401.4472,275.057,0.7284,0.8604,0.6287,0.328,0.7756,0.0036,0
85854,1297.0,405.9485,273.5265,0.7389,0.9571,0.7301,0.6413,0.8144,0.0032,1
79239,1404.689,477.6644,214.9409,0.893,0.9535,0.7731,0.5046,0.665,0.0027,0
92765,2088.561,462.1984,302.1831,0.7567,0.8718,0.6751,0.2672,0.7436,0.0033,1
75046,2610.3301,439.4813,270.4715,0.7882,0.8176,0.6621,0.1384,0.7034,0.0036,0
101482,1271.807,483.5645,269.1414,0.8308,0.9897,0.6833,0.7884,0.7434,0.0027,1
87705,1125.983,402.5046,280.5471,0.7171,0.9825,0.765,0.8693,0.8302,0.0032,1
70727,1292.1429,442.0515,212.6196,0.8767,0.9414,0.6911,0.5323,0.6789,0.003,0
67026,1212.552,441.681,195.7731,0.8964,0.962,0.6848,0.5729,0.6614,0.0029,0
76571,1231.608,453.3235,217.5396,0.8773,0.9767,0.7613,0.6344,0.6888,0.0028,0
80420,1194.033,433.6909,251.2705,0.8151,0.9253,0.6862,0.7088,0.7378,0.0031,0
69081,1068.01,437.0296,207.5562,0.88,0.9667,0.7155,0.7611,0.6786,0.003,0
98270,1244.259,464.5867,274.7918,0.8063,0.9638,0.7344,0.7976,0.7614,0.0028,1
94813,1183.624,457.7638,265.0254,0.8154,0.9926,0.7556,0.8505,0.759,0.0028,1
73700,1140.452,420.0525,224.3072,0.8455,0.9851,0.6485,0.7121,0.7293,0.003,1
83202,1191.168,493.6997,216.1124,0.8991,0.9899,0.5807,0.7369,0.6593,0.0026,0
69554,1802.277,431.8987,215.1097,0.8671,0.9313,0.709,0.2691,0.689,0.0031,0
76100,1998.61,462.7763,218.1146,0.882,0.9089,0.7288,0.2394,0.6726,0.0029,0
66411,1196.144,450.1138,204.8328,0.8905,0.8815,0.7346,0.5833,0.646,0.0031,0
69497,1277.689,460.3224,200.8453,0.8998,0.9308,0.7297,0.535,0.6462,0.0029,0
89793,1907.866,466.1191,270.23,0.8148,0.887,0.7069,0.31,0.7254,0.003,1
78161,2427.2271,433.29,273.8688,0.7749,0.8389,0.6549,0.1667,0.7281,0.0035,1
97881,2399.23,461.0921,296.1725,0.7664,0.8852,0.6879,0.2137,0.7656,0.003,1
71026,1101.165,430.563,215.923,0.8652,0.9733,0.6608,0.7361,0.6984,0.003,0
77163,1195.699,461.9507,216.0509,0.8839,0.9742,0.6894,0.6782,0.6785,0.0028,0
85382,1297.9189,457.7093,255.0449,0.8304,0.9054,0.6732,0.6369,0.7204,0.003,0
83885,2254.8501,508.1339,223.0757,0.8985,0.9012,0.6999,0.2073,0.6432,0.0027,0
84232,1528.723,484.7547,229.0246,0.8814,0.9417,0.615,0.4529,0.6756,0.0027,0
66416,1214.902,424.6967,207.9906,0.8719,0.9325,0.7355,0.5655,0.6847,0.0031,0
88733,1216.755,476.6972,238.0293,0.8664,0.9842,0.6929,0.7532,0.7051,0.0027,1
79879,1147.986,461.6617,246.4414,0.8456,0.9254,0.7071,0.7617,0.6908,0.0031,1
67777,1451.34,435.9016,210.1317,0.8761,0.9021,0.5933,0.4043,0.6739,0.0031,0
75774,1246.739,471.5271,209.4066,0.896,0.9534,0.7284,0.6126,0.6587,0.0028,0
98975,1931.709,428.8033,317.9884,0.6709,0.8973,0.6985,0.3333,0.8279,0.0032,1
67873,1328.665,444.0167,200.4494,0.8923,0.9549,0.6245,0.4831,0.6621,0.003,0
87261,1869.391,422.0787,274.8778,0.7589,0.9282,0.7485,0.3138,0.7897,0.0032,1
103691,1529.9611,426.9058,314.1679,0.6771,0.9543,0.775,0.5567,0.8511,0.003,1
92480,1255.385,500.6346,240.093,0.8775,0.9685,0.7341,0.7374,0.6854,0.0026,0
84344,1193.489,453.1787,243.4623,0.8434,0.967,0.7708,0.7441,0.7231,0.0029,0
78693,1198.9449,479.975,211.0565,0.8981,0.9751,0.7494,0.6879,0.6595,0.0027,0
78115,1238.623,492.33,204.9987,0.9092,0.9616,0.7105,0.6398,0.6406,0.0026,0
52600,1148.283,361.6876,193.2737,0.8453,0.9081,0.7242,0.5013,0.7155,0.0037,0
75735,2683.5969,429.3866,252.1801,0.8094,0.8676,0.685,0.1322,0.7232,0.0033,1
75286,1179.6429,438.9719,221.3436,0.8636,0.9661,0.7436,0.6799,0.7053,0.0029,0
103151,2145.134,499.3782,280.9169,0.8268,0.9193,0.7205,0.2817,0.7257,0.0027,1
55185,1044.981,395.2131,179.4567,0.891,0.9702,0.5562,0.6351,0.6707,0.0033,0
66992,1071.2889,427.4628,202.3311,0.8809,0.9793,0.747,0.7335,0.6832,0.003,0
66694,1115.024,411.0143,215.567,0.8514,0.9606,0.7626,0.6741,0.709,0.0032,0
98828,1384.476,484.4311,261.0739,0.8424,0.9847,0.7856,0.6479,0.7323,0.0026,1
73332,1996.526,460.3441,234.4784,0.8606,0.872,0.7132,0.2312,0.6638,0.0032,0
57068,1581.246,403.2427,183.9032,0.8899,0.933,0.6873,0.2868,0.6685,0.0032,0
78094,1874.495,433.6876,254.111,0.8104,0.8875,0.7048,0.2793,0.7271,0.0033,0
89442,1235.306,433.1207,265.8733,0.7894,0.9775,0.7772,0.7366,0.7791,0.003,1
83105,1610.722,394.7854,277.7661,0.7106,0.9387,0.7145,0.4025,0.824,0.0033,1
83956,1248.038,457.1652,234.8569,0.858,0.9697,0.7381,0.6773,0.7152,0.0028,0
75732,1959.224,426.8614,271.8388,0.771,0.8196,0.6432,0.2479,0.7275,0.0036,1
75048,1157.526,456.054,211.5963,0.8858,0.9836,0.7517,0.7039,0.6778,0.0028,0
69505,1143.265,435.7733,207.9422,0.8788,0.9558,0.7016,0.6682,0.6827,0.003,0
85845,2041.547,490.657,237.4381,0.8751,0.8941,0.7345,0.2588,0.6738,0.0028,0
86300,1177.277,449.4067,245.8508,0.8371,0.9889,0.7397,0.7825,0.7376,0.0028,1
90071,1192.386,476.4101,241.2878,0.8623,0.989,0.7384,0.7961,0.7108,0.0027,1
89959,2383.783,475.0533,255.251,0.8434,0.9179,0.7279,0.1989,0.7124,0.0028,1
78903,1184.851,463.5359,220.7859,0.8793,0.9724,0.6552,0.7063,0.6838,0.0028,0
104872,1330.42,492.244,274.5856,0.83,0.9675,0.7543,0.7445,0.7423,0.0026,1
93783,1249.158,495.8077,241.974,0.8728,0.985,0.786,0.7553,0.697,0.0026,1
71193,1147.624,422.2492,219.2613,0.8546,0.9629,0.7072,0.6793,0.713,0.0031,0
74733,1117.505,439.6594,219.0761,0.867,0.9712,0.7132,0.752,0.7016,0.0029,0
95756,1241.038,473.6687,264.4763,0.8296,0.9552,0.7459,0.7813,0.7372,0.0028,1
79327,1638.396,430.3005,262.6027,0.7922,0.8779,0.7083,0.3714,0.7386,0.0033,0
95548,2225.053,481.343,266.6153,0.8326,0.9202,0.7395,0.2425,0.7246,0.0028,1
71972,1093.48,437.0005,217.7932,0.867,0.9517,0.7441,0.7564,0.6927,0.003,0
94564,1833.097,430.755,295.7373,0.7271,0.923,0.6634,0.3536,0.8055,0.0031,1
80701,1240.082,417.4089,250.9569,0.7991,0.9586,0.7698,0.6595,0.7679,0.0031,1
81803,1163.306,455.4017,229.1007,0.8642,0.9795,0.7209,0.7596,0.7087,0.0028,0
89097,1200.679,439.743,262.8702,0.8017,0.9637,0.7836,0.7766,0.7659,0.003,1
58352,1141.791,449.2617,171.062,0.9247,0.9765,0.6487,0.5625,0.6067,0.0029,1
80819,1202.189,410.4298,259.6889,0.7744,0.9522,0.7508,0.7027,0.7816,0.0032,1
75774,1257.574,424.6629,234.7022,0.8334,0.9369,0.7264,0.6021,0.7314,0.0031,0
74025,1860.1379,448.1681,220.9801,0.87,0.9284,0.752,0.2688,0.685,0.003,0
77564,1167.126,459.4537,219.8952,0.878,0.9632,0.7834,0.7155,0.684,0.0028,0
86454,1206.754,459.0285,252.7641,0.8347,0.9234,0.7365,0.746,0.7228,0.0029,0
82501,2082.8579,432.5828,275.1338,0.7717,0.8844,0.7189,0.239,0.7492,0.0033,1
95181,2403.8689,459.569,309.3443,0.7395,0.8476,0.6703,0.207,0.7575,0.0033,1
67752,1799.759,374.8286,254.0969,0.7352,0.9114,0.7186,0.2628,0.7836,0.0038,1
74054,1111.73,448.3972,212.2154,0.8809,0.9858,0.7601,0.7529,0.6848,0.0029,0
76829,1385.571,466.1499,217.0318,0.885,0.9364,0.7544,0.5029,0.671,0.0028,0
78170,1247.084,457.3434,219.2182,0.8776,0.979,0.7268,0.6316,0.6898,0.0028,0
88942,1145.691,429.7826,265.8319,0.7858,0.9803,0.7449,0.8515,0.783,0.003,1
90443,1163.6479,436.221,266.728,0.7913,0.987,0.7188,0.8393,0.7779,0.0029,1
85691,2327.3459,439.8794,278.9297,0.7732,0.8886,0.659,0.1988,0.7509,0.0033,1
69872,1139.549,451.7675,201.0262,0.8955,0.9681,0.6665,0.6762,0.6602,0.0029,0
43654,1793.3459,367.9176,161.3344,0.8987,0.8381,0.6655,0.1706,0.6408,0.0037,0
92938,1558.8781,504.6014,238.9639,0.8808,0.9519,0.7178,0.4806,0.6817,0.0026,0
99268,1192.87,462.9453,274.6567,0.805,0.9944,0.7011,0.8767,0.7679,0.0028,1
83358,1243.563,486.5285,221.5963,0.8903,0.9819,0.749,0.6774,0.6696,0.0027,0
